gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
KIR3DX1	0.379014868382502	-1.07927118226466e-06	0.00144269226270512	0.559462239004608	0.999965023961193
KIT	0.0076061259110202	-8.12510377969621e-08	0.00144269501967487	0.963359076401306	0.999965023961193
KIZ	0.0375271866914268	3.8987734046125e-08	0.00144269501694823	0.953890623829289	0.999965023961193
KLB	0.0388403216788497	-3.3875459473112e-09	0.00144269498914708	0.979242091129318	0.999965023961193
KLC1	2.33082836122168	-1.83066199658665e-06	0.00144269128922099	0.297804780071714	0.999965023961193
KLC2	0.0356375759179837	1.53113705665047e-07	0.00144269498219061	0.980165723538855	0.999965023961193
KLC3	0.0545091688635955	1.38409333848408e-07	0.00144269494019693	0.967376305207366	0.999965023961193
KLC4	0.128754675284896	-4.88449263836513e-08	0.00144269466601544	0.977577554024881	0.999965023961193
KLF10	0.0970588245179976	6.35450248020403e-08	0.00144269495004552	0.892704135303738	0.999965023961193
KLF11	0.0468855076822366	-1.08338839506698e-07	0.00144269499012159	0.93957589341225	0.999965023961193
KLF12	0.112754606166003	-4.89104440993719e-07	0.00144269497939141	0.751686536506555	0.999965023961193
KLF13	1.60121419074032	-6.51183457567546e-07	0.00144269449909184	NA	NA
KLF14	0.0342549830343611	-3.45550819544563e-08	0.00144269497271447	0.961876948023819	0.999965023961193
KLF16	0.12675474490895	-7.62988433411501e-08	0.00144269430625918	0.997950825152367	0.999965023961193
KLF2	1.51449766245347	2.81133754477971e-06	0.00144268309860501	0.362193763764398	0.999965023961193
KLF3	0.898246750693124	5.98527093842538e-07	0.00144269418390246	0.492782359477779	0.999965023961193
KLF6	4.29693250237461	-3.02300090265058e-06	0.00144265245020106	0.591900101513285	0.999965023961193
KLF7	2.13809008301375	-4.01480496751498e-06	0.00144268601947097	0.172415608371259	0.999965023961193
KLF8	0.0433137045743458	-1.50724646376724e-08	0.00144269499643062	0.936573777321083	0.999965023961193
KLF9	0.0543256697882755	-2.7233834035541e-07	0.00144269499290019	0.952733905419956	0.999965023961193
KLHDC10	0.579024214171345	1.19755307577603e-06	0.00144268911889332	0.600051858597618	0.999965023961193
KLHDC2	0.394108584006823	1.4957775238992e-06	0.00144269467670824	0.75778284709915	0.999965023961193
KLHDC3	0.107119831137215	-2.93335165446211e-07	0.00144269463825373	0.900132445641814	0.999965023961193
KLHDC4	0.23875597773703	5.69072959678995e-08	0.00144269482907542	0.941775936673483	0.999965023961193
KLHDC8B	0.0597638414862327	1.32636543823017e-07	0.00144269498544709	0.963888465088585	0.999965023961193
KLHL11	0.0509586669781409	1.21600600725766e-07	0.00144269498292571	0.97250318398606	0.999965023961193
KLHL12	0.233392358321879	-4.81465427600201e-07	0.00144269331154882	0.807738652903044	0.999965023961193
KLHL17	0.0109880726611681	-1.23573231712388e-07	0.00144269500478135	0.965500048259518	0.999965023961193
KLHL18	0.096000526222042	6.32783190142671e-08	0.00144269489522125	0.99323021659621	0.999965023961193
KLHL2	0.0547002530187471	-1.53753363189232e-07	0.00144269494343908	0.937534475819947	0.999965023961193
KLHL20	0.0208200565112633	3.27173960207734e-08	0.00144269497766154	0.980931847569079	0.999965023961193
KLHL21	0.0631928380814928	-1.48871028766556e-08	0.00144269496527407	0.986529271922982	0.999965023961193
KLHL23	0.00902189362000434	-1.27981061801086e-07	0.00144269501674305	0.965467469433437	0.999965023961193
KLHL24	1.33096391391558	1.47077238926726e-06	0.00144268861439503	0.516546724174158	0.999965023961193
KLHL26	0.0157318008291	-6.87647707641288e-08	0.00144269501404431	0.946537845533166	0.999965023961193
KLHL28	0.112432178171314	-3.92341801613152e-07	0.00144269470177006	0.851899613550245	0.999965023961193
KLHL29	0.00631849719143541	9.01246838284454e-08	0.00144269500618944	0.997967964181461	0.999965023961193
KLHL3	0.0431487318749116	3.11307293559758e-08	0.00144269499345663	0.945014137438933	0.999965023961193
KLHL30	0.04711386639192	-1.30435788536352e-07	0.00144269490818034	0.958544064301877	0.999965023961193
KLHL33	0.391491618283803	1.44955553204055e-06	0.00144269282022097	0.508226974017268	0.999965023961193
KLHL34	0.0503876043638927	1.42343684709467e-07	0.00144269499278439	0.983544744115941	0.999965023961193
KLHL35	0.0280403359056987	-1.01681704606184e-07	0.00144269498974438	0.98088838088961	0.999965023961193
KLHL36	1.81158371407035	6.78213298808044e-06	0.00144268744022723	0.0429532270547932	0.999965023961193
KLHL42	0.0915530012212249	-5.58916773135614e-09	0.00144269474057455	0.959903392197722	0.999965023961193
KLHL5	0.0567627912578662	1.87038484462889e-07	0.00144269494900888	0.956483637398088	0.999965023961193
KLHL6	0.746082922952832	9.36736169411206e-07	0.00144268726271446	0.711715534925505	0.999965023961193
KLHL7	0.0948930706763242	-2.85910840027734e-07	0.00144269498733594	0.878665032016018	0.999965023961193
KLHL8	1.35001716951666	-1.75679083352386e-06	0.00144267791532609	0.624377704201418	0.999965023961193
KLHL9	0.0458960376596576	2.38567350173309e-07	0.00144269499999739	0.931925147715187	0.999965023961193
KLK10	0.0993656361698316	-1.64975629502578e-07	0.00144269485346307	0.96261005487617	0.999965023961193
KLLN	0.00948482183313508	-4.88329070303566e-08	0.00144269502456303	0.965413171518096	0.999965023961193
KLRA1P	0.00545223393923732	6.94908693484591e-08	0.00144269501248601	0.997946224690439	0.999965023961193
KLRB1	0.189202227458878	-8.95831788499744e-07	0.00144269427120196	0.653809152001826	0.999965023961193
KLRC1	0.0123040809596742	8.0863646543302e-08	0.00144269501194027	0.999899805274599	0.999965023961193
KLRC2	0.0269320316672443	-3.32164827991637e-08	0.00144269500451105	0.982857058182832	0.999965023961193
KLRC3	0.0182972131653809	1.5601121487151e-07	0.00144269500087798	0.982669890678395	0.999965023961193
KLRC4-KLRK1	0.0292611590365201	-3.8291737167078e-08	0.00144269498879241	0.960192388207157	0.999965023961193
KLRD1	6.99996256958042	2.92714793704109e-06	0.00144267771972823	0.428223540664805	0.999965023961193
KLRF1	0.0482915864384163	1.15488277434708e-07	0.00144269494399232	0.967826558027136	0.999965023961193
KLRG1	0.161660768207452	-4.93198301624096e-07	0.00144269406252107	0.784283924941987	0.999965023961193
KLRK1	0.67889852082139	-2.58505823101463e-06	0.00144268893221936	0.245090197741368	0.999965023961193
KMO	0.0353801778135575	1.01647589459039e-07	0.00144269500326359	0.98173903262344	0.999965023961193
KMT2A	4.23233377662362	1.89135290653245e-06	0.0014426941998214	0.0586579653554174	0.999965023961193
KMT2B	0.614160503137746	2.17343876180128e-06	0.00144269422841577	0.0488094610541154	0.999965023961193
KMT2C	0.504200014320942	-5.94116863581163e-07	0.00144269469042255	0.284229254477379	0.999965023961193
KMT2D	1.98432750873109	5.70436659661773e-07	0.0014426944752407	0.428911341527975	0.999965023961193
KMT2E	0.750553818285841	-9.09450225622928e-08	0.00144268874703558	0.916983027812723	0.999965023961193
KMT5A	0.39352582747885	-5.84238028805725e-07	0.00144269223374427	0.569610194167202	0.999965023961193
KMT5AP1	0.174649331828223	1.00247040228361e-07	0.00144269452612151	0.968887230695844	0.999965023961193
KMT5B	0.51414849244685	2.74919159057875e-07	0.00144269240163379	0.652689100398162	0.999965023961193
KMT5C	0.415830185290638	8.70117616402487e-07	0.00144269273751809	0.597208620949396	0.999965023961193
KNDC1	0.0128725075479709	1.94978171337561e-08	0.00144269502505336	0.999736758561996	0.999965023961193
KNL1	0.0166362585775433	-3.11281221892065e-08	0.00144269499300272	0.981149181813019	0.999965023961193
KNOP1	0.134168416202714	-2.44298190270403e-07	0.00144269457698255	0.921963604705158	0.999965023961193
KNOP1P2	0.0247071834771399	-1.00134233838788e-07	0.00144269502268975	0.963565385659462	0.999965023961193
KNSTRN	0.0073662844938337	-5.95122751063584e-08	0.00144269502159478	0.965434890665002	0.999965023961193
KNTC1	0.05690596633912	3.1829597074035e-08	0.00144269491953765	0.994887051072819	0.999965023961193
KPNA1	0.230157538755394	3.99275889793053e-07	0.00144269491089001	0.697829752379289	0.999965023961193
KPNA2	0.0112144860000286	-1.20552904457739e-07	0.00144269501796053	0.999856326150548	0.999965023961193
KPNA2P3	0.0271608078698486	-8.7570503327706e-08	0.00144269496506549	0.983150475683946	0.999965023961193
KPNA3	0.268737650879489	4.21029367644649e-07	0.00144269321490029	0.941379237410744	0.999965023961193
KPNA4	0.571680036941364	-2.6856480083738e-06	0.00144268994562785	0.198075329352469	0.999965023961193
KPNA5	174.129196185311	-3.2511369661155e-07	0.00144249197889443	0.977970024342412	0.999965023961193
KPNA6	2.60375614336835	9.38555173645289e-07	0.00144266360345757	0.844012117382624	0.999965023961193
KPNB1	9.43619435636364	1.49625324343128e-05	0.00144266880021716	0.0293286229251148	0.999965023961193
KPTN	0.0416966388874809	-7.00684472501368e-09	0.00144269500964806	0.981576028992656	0.999965023961193
KRAS	0.62469257248478	-2.67175000589259e-07	0.0014426918837265	0.909939070605773	0.999965023961193
KRBA1	0.0093118452776034	-1.46050003788536e-07	0.00144269499882001	0.965565206084397	0.999965023961193
KRBA2	0.00923168847913257	-1.23279713531499e-07	0.00144269500422072	0.965500048259518	0.999965023961193
KRBOX4	0.0678562193483473	7.46026097302369e-08	0.00144269489930865	0.967667098277462	0.999965023961193
KRCC1	0.0174606284362219	-6.9090070709147e-08	0.0014426950236392	0.946451082880542	0.999965023961193
KREMEN1	0.623418466580821	1.11238926004049e-06	0.00144268975526894	0.580830148794002	0.999965023961193
KRI1	2.08594492655686	2.66122742082639e-06	0.00144268098289412	0.420101496836445	0.999965023961193
KRIT1	0.268321156313274	-2.17668672873905e-07	0.00144269434699686	0.972366762177708	0.999965023961193
KRR1	0.756918399554795	-2.47921235989876e-07	0.00144269423503777	0.662224759213445	0.999965023961193
KRT1	0.0137965369054929	5.62247007707437e-08	0.00144269502320426	0.998131010411102	0.999965023961193
KRT15	0.0252031876781448	9.27999335660081e-09	0.00144269496940009	0.999201714503448	0.999965023961193
KRT18P5	0.0117318447330724	-1.39659789036489e-08	0.00144269502446269	0.999926278227512	0.999965023961193
KRT23	0.195341579823824	8.22534287610483e-08	0.00144269391659541	0.950184031194811	0.999965023961193
KRT72	0.0159574402762327	1.34304831334394e-07	0.00144269500351669	0.998033182663516	0.999965023961193
KRT8	0.273706327934001	3.6401630291798e-07	0.00144269452590795	0.70613097447373	0.999965023961193
KRTCAP2	1.66536174355032	-1.93293521533371e-06	0.00144269368156163	0.113640782786197	0.999965023961193
KSR1	0.0890631503463671	8.77998922229478e-08	0.00144269496828565	0.917763306496934	0.999965023961193
KTN1	0.325373011630938	-1.14819061990179e-06	0.00144269396607057	0.413394252125363	0.999965023961193
KU645196.2	0.00631849719143541	9.01246838284454e-08	0.00144269500618944	0.997967964181461	0.999965023961193
KU645196.6	0.0107214167064559	6.399249102097e-08	0.00144269502025254	0.998120140659956	0.999965023961193
KXD1	0.860444367222149	-1.77527498330302e-06	0.00144268817113918	0.431656450375593	0.999965023961193
KY	0.0593873954526521	6.66442121689051e-08	0.00144269499826593	0.968295969845768	0.999965023961193
KYAT1	0.0106195390273223	8.88800167829862e-09	0.00144269502119819	0.997902745712983	0.999965023961193
KYAT3	0.0495264006641031	-1.18178083181895e-07	0.00144269499310215	0.924384264113745	0.999965023961193
KYNU	0.645872644558848	-4.50565222815671e-07	0.00144269363490858	0.736964657350428	0.999965023961193
L1TD1	0.388597453222199	-1.33999547316026e-06	0.00144269217476073	0.445466178553553	0.999965023961193
L2HGDH	89.5430334709514	1.95378665982059e-05	0.00144246921881318	0.179137626866301	0.999965023961193
L3MBTL1	0.105585432230983	-9.17352497870863e-08	0.00144269462233436	0.986649490348743	0.999965023961193
L3MBTL2	0.315847707581256	-6.2391156140006e-07	0.00144269449321467	0.871465434576882	0.999965023961193
L3MBTL3	0.0545860568902036	1.3054730400604e-07	0.0014426950212298	0.945586861846179	0.999965023961193
L3MBTL4	0.0073662844938337	-5.95122751063584e-08	0.00144269502159478	0.965434890665002	0.999965023961193
LACC1	0.0128778472178232	-2.55516745012313e-07	0.00144269502638477	0.965467469433437	0.999965023961193
LACTB	0.367041273732141	1.14387430172213e-06	0.00144269443061391	0.113685174084109	0.999965023961193
LACTB2	0.016067103352964	-1.34322642349347e-07	0.00144269501250486	0.963489376700866	0.999965023961193
LAG3	0.0163768731204695	4.06922700888689e-08	0.00144269501144474	0.980331761570013	0.999965023961193
LAGE3	0.0241949044559823	-2.55064302885803e-07	0.00144269499733263	0.944681682156809	0.999965023961193
LAIR1	2.86657681696549	5.00528879043504e-06	0.00144267445151629	0.235324084157146	0.999965023961193
LAMA1	0.142909180882987	1.30642629957159e-07	0.00144269428119159	0.984506731971494	0.999965023961193
LAMA2	0.0128725075479709	1.94978171337561e-08	0.00144269502505336	0.999736758561996	0.999965023961193
LAMA5	0.0112144860000286	-1.20552904457739e-07	0.00144269501796053	0.999856326150548	0.999965023961193
LAMB4	0.00762147636571794	1.55817779348764e-07	0.00144269500614738	0.998065791909499	0.999965023961193
LAMP1	0.417679586472842	-2.25153523575336e-06	0.00144269069597694	0.276766954014409	0.999965023961193
LAMP2	1.75500389072065	5.95616961011111e-07	0.00144267701340494	0.867870091206986	0.999965023961193
LAMTOR1	0.122951899892427	3.21012101828976e-07	0.00144269479432316	0.785706123868631	0.999965023961193
LAMTOR2	0.0959421946383985	2.30253014992587e-07	0.00144269487033739	0.933319794120969	0.999965023961193
LAMTOR3	0.0152122518220404	-9.93992627607159e-08	0.00144269502129086	0.94230542192046	0.999965023961193
LAMTOR4	0.0970641809850541	-2.29160888142535e-07	0.00144269482827938	0.81585386074438	0.999965023961193
LAMTOR5	0.0744463827831075	8.81297653448155e-08	0.00144269490629534	0.974563075115423	0.999965023961193
LANCL1	0.00989582524920391	6.57622640412538e-08	0.00144269501088466	0.999921544836745	0.999965023961193
LANCL2	0.013187078668717	1.55506878476768e-08	0.00144269501346031	0.984551720923025	0.999965023961193
LANCL3	0.127011416184746	5.59764118936579e-07	0.00144269487433438	0.812985653238168	0.999965023961193
LAP3	0.135694062054764	5.75578747830373e-08	0.00144269456155858	0.998709028122623	0.999965023961193
LAP3P2	0.0108056516618456	-8.4117571680576e-08	0.00144269501838931	0.963369934722276	0.999965023961193
LAPTM4A	0.175809224551131	-3.52711820110599e-07	0.00144269399762854	0.813177226380777	0.999965023961193
LAPTM4B	0.0164323745894426	-1.47821216914183e-07	0.00144269501703455	0.944388907454155	0.999965023961193
LAPTM5	1.22471748545313	-5.5770168083026e-07	0.00144268234740356	0.885071292984161	0.999965023961193
LARGE1	0.109215066128558	-2.98342797305133e-07	0.00144269478319815	0.951258518236132	0.999965023961193
LARGE2	0.0128657000477471	1.41063221836273e-07	0.00144269499753361	0.997989703673993	0.999965023961193
LARP1	1.94514983542143	-1.20663224843169e-06	0.00144267330586581	0.762277795087712	0.999965023961193
LARP1B	0.0108868680181886	1.17047309675068e-07	0.00144269500195977	0.997989703673993	0.999965023961193
LARP4	0.0259061421378295	2.50283972139081e-08	0.00144269498153209	0.983903372257395	0.999965023961193
LARP4B	1.4985267473199	-5.55922269680923e-06	0.00144268858585324	0.0576618394190608	0.999965023961193
LARP4P	0.00482412826837328	1.00264102697106e-07	0.00144269499701993	0.998000573420819	0.999965023961193
LARP7	0.117534858887041	-3.44132158190194e-07	0.00144269461565586	0.823134202809907	0.999965023961193
LARS1	1.50947129301352	1.50708930809471e-06	0.00144268718547082	0.530531985764063	0.999965023961193
LARS2	0.143559589683163	-1.98247595367555e-07	0.00144269490736076	0.998889043214276	0.999965023961193
LAS1L	0.045202303189901	-1.21358894319815e-07	0.00144269495792741	0.919527839803189	0.999965023961193
LASP1	39.0829223087341	5.86563632505018e-07	0.0014426780551201	0.964979874264684	0.999965023961193
LAT	0.674390343555007	-2.64287447290924e-06	0.00144269449024733	0.0314389209054521	0.999965023961193
LAT2	0.912098259858607	-4.04203604470957e-06	0.00144269063185608	0.0813718714352133	0.999965023961193
LATS1	0.0117209517073214	7.32836886931694e-08	0.00144269501151303	0.999899805274599	0.999965023961193
LATS2	0.0468796764839309	1.78434373080683e-07	0.00144269500975933	0.930851868560582	0.999965023961193
LAX1	0.17262838757357	-1.5892419501528e-07	0.00144269431721173	0.796997540882318	0.999965023961193
LBH	1.31807860508775	-1.83544380488227e-06	0.00144267980073133	0.586173351099659	0.999965023961193
LBHD1	0.0524690661446488	-6.88466647301106e-08	0.00144269489331567	0.957592376659382	0.999965023961193
LBR	0.634400899006456	-1.28575160095131e-06	0.00144269284148368	0.516184141859085	0.999965023961193
LCK	0.352959037907655	2.56480538898847e-06	0.00144269267626727	0.209982016669501	0.999965023961193
LCLAT1	0.17125473431493	1.26205172735668e-07	0.00144269415009242	0.93409256875899	0.999965023961193
LCMT1	0.100215371219932	-4.63545058575431e-08	0.00144269473427339	0.873729698379378	0.999965023961193
LCMT2	0.038125027082414	-1.0852893861937e-07	0.00144269496443462	0.940923205029109	0.999965023961193
LCN10	0.0133892527941367	-5.36884602661291e-08	0.00144269502593244	0.965728101651579	0.999965023961193
LCN12	0.0279355358328102	-1.89028421521997e-07	0.00144269501095659	0.927887336932172	0.999965023961193
LCN2	0.0261359279753993	-2.63954294042267e-09	0.0014426949849713	0.994564676163208	0.999965023961193
LCN8	0.0453304504780447	-5.67385049342874e-08	0.00144269502053257	0.878682473191209	0.999965023961193
LCOR	1.10036640992812	4.75170824493878e-08	0.00144268284414714	0.990973795926009	0.999965023961193
LCORL	0.0634830507406701	1.87349860567503e-08	0.00144269495516822	0.933294828055006	0.999965023961193
LCP1	3.58248253538604	-3.7639263213565e-06	0.00144267968849294	0.28278665473499	0.999965023961193
LCP2	1.42345579635904	5.0126596054603e-06	0.00144268576128298	0.10778535975211	0.999965023961193
LCTL	0.0136465142225509	1.00883933751194e-07	0.00144269501242034	0.998087531408619	0.999965023961193
LDAH	0.0319148805524654	1.60990566313433e-07	0.00144269501295935	0.980505625691508	0.999965023961193
LDB1	0.430762885958832	-1.35662711398003e-06	0.00144269170809281	0.44031950831349	0.999965023961193
LDB3	0.0417484230596981	1.19899462449071e-07	0.00144269501226961	0.963085198275393	0.999965023961193
LDC1P	0.0288700595840139	-1.50573015508649e-07	0.00144269501505108	0.946798137291351	0.999965023961193
LDHA	0.117805488970056	-2.89979663830643e-07	0.00144269448713456	0.906652714603076	0.999965023961193
LDHAL6CP	0.0307292534268513	1.96658509627926e-07	0.00144269496158363	0.962061524354699	0.999965023961193
LDHB	0.243964505281994	-1.11906326334417e-06	0.00144269374092839	0.703236391280374	0.999965023961193
LDHBP1	0.0355187014394975	2.48289136849995e-08	0.00144269495565327	0.999473458937011	0.999965023961193
LDLR	1.15493924319578	1.33006113616144e-06	0.0014426884374029	0.550020572603957	0.999965023961193
LDLRAD3	0.0451221879730485	1.8020979713895e-07	0.00144269496661007	0.986078698497311	0.999965023961193
LDLRAP1	0.413622924590998	3.80351014671942e-06	0.00144269435699904	0.038972295328475	0.999965023961193
LEF1	0.204472663962698	-9.80655811488384e-07	0.00144269370147324	0.59880160393623	0.999965023961193
LEMD2	1.29174416304767	6.32906777459835e-06	0.00144269370379709	0.0102647307621939	0.999965023961193
LEMD3	0.0280158636581986	4.63170884976454e-08	0.00144269498324009	0.998568225627007	0.999965023961193
LENG1	0.0210824166035563	-1.2114491505629e-07	0.00144269501413119	0.946516154810526	0.999965023961193
LENG8	1.81793882989177	2.8118139173143e-06	0.00144269229424029	0.093838953517344	0.999965023961193
LEO1	0.0642591705101144	1.74308968199802e-07	0.00144269497609616	0.967070379664396	0.999965023961193
LEP	0.0179411920189056	6.26320566743433e-09	0.00144269501699669	0.980757981192166	0.999965023961193
LEPR	8.3722754175739	5.57100844652471e-06	0.00144264875936412	0.478120370519739	0.999965023961193
LEPROT	0.597061994836192	2.43180984869651e-06	0.00144268980989581	0.284214099128719	0.999965023961193
LEPROTL1	0.102480249325939	9.80136442019298e-08	0.00144269487672611	0.949654620845098	0.999965023961193
LETM1	0.346687351718844	-8.57248928716276e-07	0.00144269292646836	0.707788058511385	0.999965023961193
LETM2	0.02097101331531	-9.44415742135961e-08	0.00144269499578711	0.978745964690094	0.999965023961193
LETMD1	0.447914977568844	-4.14785505331434e-07	0.00144269372244321	0.567140461900588	0.999965023961193
LFNG	0.151196891509634	-6.52404551929933e-08	0.00144269398901128	0.950389863176466	0.999965023961193
LGALS1	0.0681451301096554	2.88439972159649e-07	0.00144269497179383	0.952158083152403	0.999965023961193
LGALS12	0.0146658848170026	-2.68891441859863e-08	0.00144269495905677	0.983150475683946	0.999965023961193
LGALS3	0.601126047685889	-1.98242135787903e-06	0.00144269057663582	0.323202204876383	0.999965023961193
LGALS3BP	0.0193049867660443	2.53134031008757e-08	0.00144269495874985	0.983139608328199	0.999965023961193
LGALS8	0.778055960428349	-5.0970384600493e-07	0.0014426882184523	0.713349390901835	0.999965023961193
LGALS9	0.24784394063617	-1.14632216376116e-06	0.00144269455259693	0.504838987997706	0.999965023961193
LGALS9DP	0.0414125627744797	2.28562955054366e-07	0.00144269499448743	0.966932904151992	0.999965023961193
LGALSL	0.0103112157856894	6.3203495688745e-08	0.0014426950175037	0.999834586588675	0.999965023961193
LGI1	0.0871168448309758	-1.32634762477112e-07	0.00144269493012472	0.915637071705805	0.999965023961193
LGMN	0.054994282278438	-2.52986608253454e-07	0.00144269500879827	0.862169385485168	0.999965023961193
LHFPL2	0.0399150010147083	9.93536446447735e-08	0.00144269494557377	0.996468612990575	0.999965023961193
LHFPL5	0.101500985188647	-2.1085453073091e-07	0.00144269450352263	0.965098572176706	0.999965023961193
LHPP	0.0638153513323346	-5.15017008906347e-08	0.00144269499400528	0.918105302729111	0.999965023961193
LIAS	0.195342546207783	-9.47017891850341e-08	0.00144269442303218	0.969851094683059	0.999965023961193
LIFR	0.0128657000477471	1.41063221836273e-07	0.00144269499753361	0.997989703673993	0.999965023961193
LIG1	0.0817973726973951	-1.27726600716498e-07	0.00144269500319545	0.847220221520957	0.999965023961193
LIG3	0.577137497987475	-5.16551848591321e-07	0.00144269397568578	0.745869479295609	0.999965023961193
LILRA1	0.151696342644332	-9.61246966151267e-08	0.00144269430571943	0.828427812688748	0.999965023961193
LILRA2	0.956114628520041	2.70603652906824e-06	0.00144269227294318	0.12195120908545	0.999965023961193
LILRA3	0.0892797384444996	1.2472819990453e-07	0.00144269494354815	0.975650278525001	0.999965023961193
LILRA4	0.00781188142552289	-1.34269698816995e-07	0.00144269499944897	0.965576065744243	0.999965023961193
LILRA5	17.7972297752642	-1.53595677385555e-05	0.00144266033560566	0.227158924810109	0.999965023961193
LILRA6	10.1515348970765	-5.59210734036117e-06	0.00144267503959831	0.191951157679329	0.999965023961193
LILRB1	0.307735217426935	-1.09406947819658e-06	0.00144269345738926	0.510304705069575	0.999965023961193
LILRB2	1.63836904960731	-3.40280347153512e-06	0.00144268325654095	0.298981793584265	0.999965023961193
LILRB3	2.04888194696154	8.74739847460604e-07	0.00144269235995501	0.523962929177942	0.999965023961193
LILRB4	0.0880839176341006	-6.36194663262103e-07	0.00144269482626409	0.979330141294458	0.999965023961193
LILRB5	0.199126066687516	3.56245120692556e-07	0.00144269485056355	0.911772704411496	0.999965023961193
LIMD1	1.43270390725445	-5.26432234434631e-06	0.00144268478959725	0.115097516290287	0.999965023961193
LIMD2	0.731273046163749	7.76111440618302e-07	0.00144269219148763	0.620170778501523	0.999965023961193
LIME1	0.157197587775591	2.70699847980908e-07	0.00144269462964103	0.872137946469322	0.999965023961193
LIMK1	0.0449387322228388	9.47430937703161e-08	0.00144269502405975	0.963215496514082	0.999965023961193
LIMK2	0.364809817396738	2.09062068427158e-06	0.00144269327504647	0.274530726217602	0.999965023961193
LIMS1	1.8094751728907	6.72922204475146e-07	0.0014426754654787	0.857827016498525	0.999965023961193
LIMS2	0.0065935393343585	5.6909816006746e-08	0.00144269501167737	0.999943284398948	0.999965023961193
LIMS3	0.0128725075479709	1.94978171337561e-08	0.00144269502505336	0.999736758561996	0.999965023961193
LIN37	0.074171416335855	-3.84244532210231e-07	0.00144269474478009	0.893640973344396	0.999965023961193
LIN52	0.197234831020909	-3.62202896845762e-07	0.00144269378705143	0.842218101888537	0.999965023961193
LIN54	0.124482729287042	-6.24467901968391e-07	0.00144269460782654	0.781276034790193	0.999965023961193
LIN7A	0.0614281256298722	-5.3670867025559e-08	0.00144269499213958	0.987949808210973	0.999965023961193
LIN7B	0.172713354393491	-1.34445640579192e-07	0.00144269390162399	0.953841978881199	0.999965023961193
LIN7C	0.0918643189596942	-4.59598259088064e-07	0.00144269489199573	0.822270886758894	0.999965023961193
LINC00265-3P	0.0320703473941861	1.40144647756519e-07	0.00144269501380523	0.98039696050653	0.999965023961193
LINC00514	0.0168536715014304	1.16082981868781e-07	0.00144269499771462	0.983259149413058	0.999965023961193
LINC00643	0.00608420377488886	-4.38344492469959e-08	0.0014426950264201	0.965738961406987	0.999965023961193
LINC00672	0.0764415930722436	9.80243673692535e-08	0.00144269476561851	0.952631846056575	0.999965023961193
LINC00674	0.176309496234816	1.86441984232973e-07	0.00144269502466209	NA	NA
LINC00680	0.0546451797131485	-3.2124177181774e-07	0.00144269500947228	0.886126403874202	0.999965023961193
LINC00869	0.547010443213568	4.52257835134033e-06	0.00144269309915485	0.034056465736287	0.999965023961193
LINC00888	0.00762147636571794	1.55817779348764e-07	0.00144269500614738	0.998065791909499	0.999965023961193
LINC01145	1.47768187407882	2.63884391963089e-06	0.00144269545669855	NA	NA
LINC01347	0.351651549006108	2.87644573286261e-08	0.00144269498692346	0.894504299758707	0.999965023961193
LINC01881	0.184373193896585	-4.35446876033607e-07	0.00144269443380196	0.707211749567919	0.999965023961193
LINC02210	0.076350925504273	2.69515159172999e-07	0.00144269499409403	0.927668538701742	0.999965023961193
LINC02495	0.0206159359701035	-2.02921103785959e-07	0.00144269499983271	0.944714213141307	0.999965023961193
LINGO3	0.00997955719146398	6.69363983312745e-08	0.00144269501189602	0.99993241461784	0.999965023961193
LINS1	0.0885362212211398	3.55938209386216e-07	0.00144269480816038	0.848210934217592	0.999965023961193
LIPA	0.132855718020331	2.91052393657719e-08	0.00144269487866885	0.98096287403055	0.999965023961193
LIPE	0.0203068044783688	-1.75149722207529e-07	0.00144269499970606	0.965576065744243	0.999965023961193
LIPG	0.0498134555949805	2.02080039430041e-09	0.00144269494984275	0.961057204602908	0.999965023961193
LIPN	0.00952286972898978	1.18391188819009e-07	0.00144269502064196	0.997913615456768	0.999965023961193
LIPT1	0.0547771477380772	-1.7042937046387e-07	0.00144269495151627	0.921876860429045	0.999965023961193
LITAF	3.1714635709614	5.97135754945254e-06	0.00144266536962694	0.213654542715074	0.999965023961193
LITAFD	0.0196760436110281	-8.98446977388703e-08	0.00144269502120897	0.946494464127531	0.999965023961193
LIX1L	1.37272304643459	-2.05621096203769e-06	0.00144268072872011	0.5308979810794	0.999965023961193
LLGL1	0.277719961366301	3.219376975127e-07	0.00144269297855604	0.960754293324079	0.999965023961193
LLGL2	0.255319295429472	5.03452856081531e-07	0.00144269397213618	0.594646334438515	0.999965023961193
LLPH	0.535162053896862	1.89862896378262e-06	0.00144269194007133	0.272114794859713	0.999965023961193
LMAN1	0.0217479193738819	-1.2349196773934e-08	0.0014426950003468	0.983096138936515	0.999965023961193
LMAN2	0.217139465508539	-8.01179559338356e-07	0.0014426940642038	0.628038016587497	0.999965023961193
LMAN2L	0.0465139308463816	-1.80117431487925e-07	0.00144269497414409	0.939133009526562	0.999965023961193
LMBR1	0.100621089163906	2.22570496759329e-07	0.00144269492227535	0.975439707623243	0.999965023961193
LMBR1L	0.86206933850736	-5.72549853114092e-07	0.00144269259904862	0.720539795235724	0.999965023961193
LMBRD1	0.134256192093163	-8.33286825105495e-07	0.0014426946940769	0.718783964914093	0.999965023961193
LMF1	0.0202973185775719	-1.99018275015068e-07	0.00144269499871782	0.979050212112167	0.999965023961193
